厂商名,域名,厂商级别,厂商排位,严重最高奖励,高危最高奖励,中危最高奖励,低危最高奖励
B网,https://bittrex.com,B,0.2258,1.28 ETH,1.0 ETH,0.47 ETH,0.07 ETH
Y网,https://y.ceo,B,0.1774,1.27 ETH,1.0 ETH,0.46 ETH,0.06 ETH
Bitbank,https://bitbank.cc,B,0.2097,1.28 ETH,1.0 ETH,0.47 ETH,0.07 ETH
YoBit,https://yobit.net,B,0.0484,1.24 ETH,1.0 ETH,0.43 ETH,0.02 ETH
Exmo,https://exmo.com/,B,0.0323,1.23 ETH,1.0 ETH,0.43 ETH,0.01 ETH
双子星,https://gemini.com/,C,0.9647,1.2 ETH,0.8 ETH,0.29 ETH,0.1 ETH
P网,https://poloniex.com,C,0.9647,1.2 ETH,0.8 ETH,0.29 ETH,0.1 ETH
bitFlyer,https://bitflyer.jp/,C,0.9647,1.2 ETH,0.8 ETH,0.29 ETH,0.1 ETH
Coinone,https://coinone.co.kr/,C,0.9176,1.19 ETH,0.79 ETH,0.28 ETH,0.09 ETH
HPX,https://www.hpx.com/,C,0.8941,1.19 ETH,0.79 ETH,0.28 ETH,0.09 ETH
FEX,https://fexpro.net/,C,0.8706,1.19 ETH,0.79 ETH,0.28 ETH,0.08 ETH
KuCoin,https://www.kucoin.com,C,0.8471,1.18 ETH,0.79 ETH,0.27 ETH,0.08 ETH
Livecoin,https://www.livecoin.net/,C,0.7765,1.18 ETH,0.78 ETH,0.26 ETH,0.07 ETH
STEX,https://www.stex.com,C,0.7647,1.17 ETH,0.78 ETH,0.25 ETH,0.07 ETH
BTCBOX,https://www.btcbox.co.jp/,C,0.7529,1.17 ETH,0.78 ETH,0.25 ETH,0.07 ETH
Zaif,https://zaif.jp,C,0.7294,1.17 ETH,0.78 ETH,0.25 ETH,0.06 ETH
酷币,https://www.coolcoin.com,C,0.8118,1.18 ETH,0.78 ETH,0.26 ETH,0.08 ETH
itBit,https://www.itbit.com,C,0.6824,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
Coincheck,https://coincheck.com/,C,0.6706,1.16 ETH,0.77 ETH,0.23 ETH,0.05 ETH
BigOne,https://big.one,C,0.6588,1.16 ETH,0.77 ETH,0.23 ETH,0.05 ETH
BitBay,https://bitbay.net,C,0.6353,1.16 ETH,0.77 ETH,0.23 ETH,0.05 ETH
CEO交易所,https://ceo.bi,C,0.5412,1.15 ETH,0.76 ETH,0.2 ETH,0.03 ETH
Rfinex,https://www.rfinex.com/,C,0.5294,1.15 ETH,0.76 ETH,0.2 ETH,0.03 ETH
OkCoin韩国站,https://www.okcoinkr.com/,C,0.4824,1.14 ETH,0.75 ETH,0.19 ETH,0.02 ETH
AT交易所,https://www.at3.io/,C,0.4706,1.14 ETH,0.75 ETH,0.19 ETH,0.02 ETH
Tidex,https://tidex.com/,C,0.4,1.14 ETH,0.74 ETH,0.17 ETH,0.01 ETH
Luno,https://www.luno.com,C,0.3765,1.13 ETH,0.74 ETH,0.16 ETH,0.01 ETH
OkCoin国际,https://www.okcoin.com,C,0.3412,1.13 ETH,0.74 ETH,0.15 ETH,0.01 ETH
DSX,https://dsx.uk,C,0.3176,1.13 ETH,0.74 ETH,0.15 ETH,0.01 ETH
柯宾汉,https://www.cobinhood.com/,C,0.2941,1.13 ETH,0.73 ETH,0.14 ETH,0.01 ETH
Bitso,https://bitso.com,C,0.2588,1.12 ETH,0.73 ETH,0.13 ETH,0.01 ETH
ACX,https://acx.io/,C,0.2235,1.12 ETH,0.73 ETH,0.12 ETH,0.01 ETH
IDEX,https://idex.market,C,0.2118,1.12 ETH,0.73 ETH,0.12 ETH,0.01 ETH
YEX,http://yex.com/,C,0.1882,1.11 ETH,0.72 ETH,0.11 ETH,0.01 ETH
CREX24,https://crex24.com/zh/,C,0.1412,1.11 ETH,0.72 ETH,0.1 ETH,0.01 ETH
Kuna,https://kuna.io,C,0.0941,1.1 ETH,0.71 ETH,0.08 ETH,0.01 ETH
OTCBTC,https://otcbtc.com,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
KKEX,https://kkex.com,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Fisco,https://fcce.jp,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
COINNEST,http://www.coinnest.co.kr,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
趣币网,https://www.qubi.top,A,0.975,无上限,无上限,3.45 ETH,0.6 ETH
火币合约,https://www.hbdm.com,A,0.9,无上限,无上限,3.29 ETH,0.58 ETH
币夫,https://www.bitforex.com/,A,0.85,无上限,无上限,3.19 ETH,0.58 ETH
IOAEX,http://www.ioaex.com,A,0.625,无上限,无上限,2.77 ETH,0.54 ETH
BitMart,https://www.bitmart.com/,A,0.6,无上限,无上限,2.72 ETH,0.54 ETH
BitAsset,https://www.bitasset.com/,A,0.575,无上限,无上限,2.68 ETH,0.53 ETH
LBank,https://www.lbkex.com/,A,0.55,无上限,无上限,2.64 ETH,0.53 ETH
VVBTC,http://www.vvbtc.com,A,0.45,无上限,无上限,2.48 ETH,0.51 ETH
6x交易站,https://www.6x.com,A,0.425,无上限,无上限,2.44 ETH,0.51 ETH
GAEA,https://www.gmex.io,A,0.3,无上限,无上限,2.26 ETH,0.48 ETH
COINBIG,https://www.coinbig.com/,A,0.25,无上限,无上限,2.19 ETH,0.47 ETH
BKEX,https://www.bkex.vip,A,0.275,无上限,无上限,2.22 ETH,0.48 ETH
Exrates,https://lk.exrates.me,A,0.15,无上限,无上限,2.06 ETH,0.45 ETH
55全球市场,https://www.55.com,A,0.075,无上限,无上限,1.96 ETH,0.44 ETH
Coinsuper,https://www.coinsuper.com/,A,0.475,无上限,无上限,2.52 ETH,0.51 ETH
币峰,https://www.befong.com,A,0.05,无上限,无上限,1.93 ETH,0.44 ETH
Dcoin,https://www.dcoin.com/,A,0.025,无上限,无上限,1.9 ETH,0.43 ETH
雷盾交易所,https://www.loex.io,B,0.9677,1.49 ETH,1.0 ETH,0.6 ETH,0.24 ETH
ZG.com,https://www.zg.com/,B,0.9032,1.47 ETH,1.0 ETH,0.58 ETH,0.23 ETH
加勒比H网,http://hht.one/,B,0.8871,1.47 ETH,1.0 ETH,0.58 ETH,0.23 ETH
IX交易所,https://ix.com/,B,0.871,1.46 ETH,1.0 ETH,0.58 ETH,0.23 ETH
MXC,https://www.mxc.com,B,0.8548,1.46 ETH,1.0 ETH,0.58 ETH,0.22 ETH
汇币网,https://hb.top,B,0.8387,1.45 ETH,1.0 ETH,0.57 ETH,0.22 ETH
CoinMex,https://www.coinmex.com/,B,0.7903,1.44 ETH,1.0 ETH,0.57 ETH,0.21 ETH
币尔,https://www.coineal.com/,A,0.7,无上限,无上限,2.9 ETH,0.55 ETH
Bitget,https://www.bitget.com/,B,0.7258,1.42 ETH,1.0 ETH,0.56 ETH,0.2 ETH
币蛋,https://www.coinegg.com/,B,0.7097,1.41 ETH,1.0 ETH,0.55 ETH,0.19 ETH
币昇,https://www.bisheng.top,B,0.6613,1.4 ETH,1.0 ETH,0.55 ETH,0.18 ETH
紫牛币交所,http://www.purcow.io/,B,0.6129,1.39 ETH,1.0 ETH,0.54 ETH,0.17 ETH
UEX,http://www.uex.com/,B,0.5968,1.38 ETH,1.0 ETH,0.53 ETH,0.17 ETH
币诺,https://coinoah.com/,B,0.5806,1.38 ETH,1.0 ETH,0.53 ETH,0.17 ETH
TOKOK,https://www.tokok.com/,B,0.5645,1.37 ETH,1.0 ETH,0.53 ETH,0.16 ETH
86COIN,http://www.86coin.io,B,0.5484,1.37 ETH,1.0 ETH,0.53 ETH,0.16 ETH
IMX,https://www.imx.com,B,0.5161,1.36 ETH,1.0 ETH,0.52 ETH,0.15 ETH
58COIN,http://www.58coin.com/,B,0.4194,1.33 ETH,1.0 ETH,0.5 ETH,0.13 ETH
ZT.COM,https://www.zt.com/,B,0.4677,1.35 ETH,1.0 ETH,0.51 ETH,0.14 ETH
星客,https://www.silktrader.net/,B,0.4355,1.34 ETH,1.0 ETH,0.51 ETH,0.13 ETH
HEX,https://www.hex.com/,B,0.4032,1.33 ETH,1.0 ETH,0.5 ETH,0.12 ETH
币湾交易所,https://www.coinbay.tw,B,0.371,1.32 ETH,1.0 ETH,0.5 ETH,0.11 ETH
Hotbit,https://www.hotbit.io/,B,0.3548,1.32 ETH,1.0 ETH,0.49 ETH,0.11 ETH
RightBTC,https://www.rightbtc.com,B,0.3387,1.31 ETH,1.0 ETH,0.49 ETH,0.1 ETH
Ethfinex,https://www.ethfinex.com/,B,0.3226,1.31 ETH,1.0 ETH,0.49 ETH,0.1 ETH
ABEX,https://www.abexb.com/,B,0.3065,1.3 ETH,1.0 ETH,0.48 ETH,0.1 ETH
TOK,https://www.tok.com,B,0.2903,1.3 ETH,1.0 ETH,0.48 ETH,0.09 ETH
B2BX,https://www.b2bx.exchange/,B,0.2581,1.29 ETH,1.0 ETH,0.47 ETH,0.08 ETH
Kdax.pro,https://www.kdax.pro/,B,0.2419,1.29 ETH,1.0 ETH,0.47 ETH,0.08 ETH
60交易所,https://www.60e.io/cn,B,0.1935,1.27 ETH,1.0 ETH,0.46 ETH,0.06 ETH
币贝交易所,https://www.exshell.com/,B,0.1774,1.27 ETH,1.0 ETH,0.46 ETH,0.06 ETH
币龙网,https://www.bitalong.com/,B,0.1452,1.26 ETH,1.0 ETH,0.45 ETH,0.05 ETH
COIN918,http://www.coin918.cc/,B,0.129,1.26 ETH,1.0 ETH,0.45 ETH,0.04 ETH
T网,https://www.tokencan.net,B,0.1129,1.25 ETH,1.0 ETH,0.45 ETH,0.04 ETH
Exchain,https://www.exchain.com,B,0.0968,1.25 ETH,1.0 ETH,0.44 ETH,0.03 ETH
币系,https://bilaxy.com/,B,0.0968,1.25 ETH,1.0 ETH,0.44 ETH,0.03 ETH
爱尚比特,https://www.asbtc.com,B,0.0645,1.24 ETH,1.0 ETH,0.44 ETH,0.02 ETH
BITINFI,https://web.bitinfi.com/,B,0.0161,1.23 ETH,1.0 ETH,0.43 ETH,0.01 ETH
GAEX,https://www.gaex.com/,C,1.0,1.2 ETH,0.8 ETH,0.3 ETH,0.1 ETH
热币网,https://www.hotcoin.top/,C,0.9882,1.2 ETH,0.8 ETH,0.3 ETH,0.1 ETH
怪兽市场,https://www.mser.one/,C,0.9765,1.2 ETH,0.8 ETH,0.3 ETH,0.1 ETH
龙阁,https://www.longex.me,C,0.9294,1.19 ETH,0.79 ETH,0.29 ETH,0.09 ETH
Biger,https://www.biger.in/,C,0.9176,1.19 ETH,0.79 ETH,0.28 ETH,0.09 ETH
新加坡币多网,https://www.coinba.pro/,C,0.8941,1.19 ETH,0.79 ETH,0.28 ETH,0.09 ETH
BQEX,http://www.bqex.tw,C,0.8588,1.18 ETH,0.79 ETH,0.27 ETH,0.08 ETH
币扬,http://www.bityoung.com/,C,0.8353,1.18 ETH,0.79 ETH,0.27 ETH,0.08 ETH
火币韩国站,https://event.huobi.co.kr,C,0.8235,1.18 ETH,0.78 ETH,0.27 ETH,0.08 ETH
CDAE,https://www.cdaevip.com,C,0.8,1.18 ETH,0.78 ETH,0.26 ETH,0.07 ETH
Bybit,http://www.bybit.com,C,0.7882,1.18 ETH,0.78 ETH,0.26 ETH,0.07 ETH
24MEX,https://24mex.com/,C,0.7412,1.17 ETH,0.78 ETH,0.25 ETH,0.07 ETH
Korbit,https://www.korbit.co.kr,C,0.7176,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
比特兔交易所,https://bitrabbit.com/,C,0.6941,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
Dididu,http://www.dididu.com/,C,0.7059,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
CBX,https://www.cbx.one,C,0.6471,1.16 ETH,0.77 ETH,0.23 ETH,0.05 ETH
DBOSS,https://www.dboss.vip/,C,0.6118,1.16 ETH,0.76 ETH,0.22 ETH,0.04 ETH
9coin,https://www.9coin.com,C,0.6235,1.16 ETH,0.77 ETH,0.22 ETH,0.05 ETH
PK.TOP,http://www.pk.top/,C,0.6,1.16 ETH,0.76 ETH,0.22 ETH,0.04 ETH
新比特交易所,http://www.xbtc.cx/,B,0.2742,1.29 ETH,1.0 ETH,0.48 ETH,0.09 ETH
币次元,https://www.coinx.pro/,C,0.5882,1.16 ETH,0.76 ETH,0.22 ETH,0.04 ETH
币链网,http://www.btcbl.com/,C,0.5765,1.15 ETH,0.76 ETH,0.21 ETH,0.04 ETH
Mercatox,https://mercatox.com/,C,0.5647,1.15 ETH,0.76 ETH,0.21 ETH,0.03 ETH
DeBi,https://www.debi.com/,C,0.5529,1.15 ETH,0.76 ETH,0.21 ETH,0.03 ETH
讯齐,https://www.xunq.net,C,0.5176,1.15 ETH,0.76 ETH,0.2 ETH,0.03 ETH
笔加索,https://www.bjs.ai,C,0.5059,1.15 ETH,0.75 ETH,0.2 ETH,0.02 ETH
BTCTurk,https://www.btcturk.com,C,0.4941,1.15 ETH,0.75 ETH,0.19 ETH,0.02 ETH
AI交易所,https://www.aicexc.com/,C,0.4588,1.14 ETH,0.75 ETH,0.18 ETH,0.01 ETH
Park.one,https://www.park.one,C,0.4471,1.14 ETH,0.75 ETH,0.18 ETH,0.01 ETH
Indodax,https://indodax.com/,C,0.4235,1.14 ETH,0.75 ETH,0.18 ETH,0.01 ETH
英国交易所,https://ukex.com,C,0.4118,1.14 ETH,0.75 ETH,0.17 ETH,0.01 ETH
CoinFit,https://www.coinfit.io/,C,0.4353,1.14 ETH,0.75 ETH,0.18 ETH,0.01 ETH
XTRA,https://www.xtraex.com/,C,0.3882,1.13 ETH,0.74 ETH,0.17 ETH,0.01 ETH
WanShare,https://www.wanshare.com/,C,0.3647,1.13 ETH,0.74 ETH,0.16 ETH,0.01 ETH
7EBIT,http://www.7ebit.net/,C,0.3529,1.13 ETH,0.74 ETH,0.16 ETH,0.01 ETH
BTC Alpha,https://btc-alpha.com/,C,0.3294,1.13 ETH,0.74 ETH,0.15 ETH,0.01 ETH
找币,https://www.zhaobi.com/,C,0.2824,1.12 ETH,0.73 ETH,0.14 ETH,0.01 ETH
FCoinJP,https://www.fcoinjp.com/,C,0.2706,1.12 ETH,0.73 ETH,0.13 ETH,0.01 ETH
VBITEX,https://www.vbitex.com/,C,0.2471,1.12 ETH,0.73 ETH,0.13 ETH,0.01 ETH
BHEX,https://www.bhex.com/,C,0.2353,1.12 ETH,0.73 ETH,0.12 ETH,0.01 ETH
HCoin,https://www.hcoin.com/,C,0.2,1.12 ETH,0.73 ETH,0.11 ETH,0.01 ETH
WinMax,https://www.winmax.me/,C,0.1765,1.11 ETH,0.72 ETH,0.11 ETH,0.01 ETH
畅思,https://ichaince.com/,C,0.1647,1.11 ETH,0.72 ETH,0.1 ETH,0.01 ETH
MAX,https://max.maicoin.com/,C,0.1529,1.11 ETH,0.72 ETH,0.1 ETH,0.01 ETH
CoinPark,https://www.coinpark.com/,C,0.1294,1.11 ETH,0.72 ETH,0.09 ETH,0.01 ETH
币团网,https://www.bituan.com/,C,0.1176,1.11 ETH,0.72 ETH,0.09 ETH,0.01 ETH
中比特交易所,https://zbt.one/,C,0.1059,1.11 ETH,0.72 ETH,0.09 ETH,0.01 ETH
Be.Top,https://www.be.top/,C,0.0824,1.1 ETH,0.71 ETH,0.08 ETH,0.01 ETH
G网,https://www.gbcax.com/,C,0.0706,1.1 ETH,0.71 ETH,0.08 ETH,0.01 ETH
DDEX,https://ddex.io/,C,0.0588,1.1 ETH,0.71 ETH,0.07 ETH,0.01 ETH
CoinEx,https://www.coinex.com,C,0.3059,1.13 ETH,0.74 ETH,0.14 ETH,0.01 ETH
ExNow,https://www.exnow.com/,C,0.0471,1.1 ETH,0.71 ETH,0.07 ETH,0.01 ETH
币族,http://www.bizu.one,C,0.0353,1.1 ETH,0.71 ETH,0.06 ETH,0.01 ETH
Bisq,https://bisq.network/,C,0.0235,1.1 ETH,0.71 ETH,0.06 ETH,0.01 ETH
币易,http://www.coinyee.pro,C,0.0118,1.1 ETH,0.71 ETH,0.06 ETH,0.01 ETH
Trade Satoshi,https://tradesatoshi.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
CoinFalcon,https://coinfalcon.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
以飞交易所,https://etherflyer.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
澳洲U网,https://www.ucoin.pw,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
阿格斯,https://acdex.io,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Switcheo Network,https://switcheo.network/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Newdex,https://newdex.io/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
SouthXchange,https://www.southxchange.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
影力所,http://www.inex.exchange/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Bithumb DEX,https://www.bithumb.io/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Coinrail,https://coinrail.co.kr,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
FreiExchange,https://freiexchange.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Coingi,https://coingi.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
