厂商名,域名,厂商级别,厂商排位,严重最高奖励,高危最高奖励,中危最高奖励,低危最高奖励
Bithumb,https://www.bithumb.com/,A,1.0,无上限,无上限,3.5 ETH,0.6 ETH
币安网,https://www.binance.com,A,0.9048,无上限,无上限,3.3 ETH,0.59 ETH
OKEX,https://www.okex.com,A,0.8095,无上限,无上限,3.11 ETH,0.57 ETH
币赢国际站,https://www.coinw.ai/,A,0.7619,无上限,无上限,3.02 ETH,0.56 ETH
BitMEX,https://www.bitmex.com/,A,0.7143,无上限,无上限,2.93 ETH,0.55 ETH
HitBTC,https://hitbtc.com,A,0.619,无上限,无上限,2.76 ETH,0.54 ETH
Bit-Z,https://www.bit-z.pro/,A,0.5714,无上限,无上限,2.68 ETH,0.53 ETH
Bibox,https://www.bibox.com/,A,0.381,无上限,无上限,2.38 ETH,0.5 ETH
ZB网,https://www.zb.com,A,0.3333,无上限,无上限,2.31 ETH,0.49 ETH
火币全球站,https://www.huobi.co,A,0.2381,无上限,无上限,2.17 ETH,0.47 ETH
DigiFinex,https://www.digifinex.com,A,0.0952,无上限,无上限,1.99 ETH,0.44 ETH
BCEX,https://www.bcex.hk,B,0.9767,1.49 ETH,1.0 ETH,0.6 ETH,0.25 ETH
IDAX,https://www.idax.pro/,B,0.9302,1.48 ETH,1.0 ETH,0.59 ETH,0.24 ETH
BiKi,https://www.biki.com,B,0.8605,1.46 ETH,1.0 ETH,0.58 ETH,0.22 ETH
东方交易所,https://www.dfex.com/,B,0.814,1.44 ETH,1.0 ETH,0.57 ETH,0.22 ETH
炒客网,https://www.chaoex.info,B,0.7907,1.44 ETH,1.0 ETH,0.57 ETH,0.21 ETH
DragonEx,https://dragonex.im/,B,0.7674,1.43 ETH,1.0 ETH,0.56 ETH,0.21 ETH
Allcoin,https://www.allcoinex.io,B,0.7209,1.42 ETH,1.0 ETH,0.56 ETH,0.2 ETH
雷盾交易所,https://www.loex.io,B,0.6977,1.41 ETH,1.0 ETH,0.55 ETH,0.19 ETH
IDCM,https://www.idcm.cc/,B,0.6512,1.4 ETH,1.0 ETH,0.54 ETH,0.18 ETH
AEX,https://www.aex.com/,B,0.6279,1.39 ETH,1.0 ETH,0.54 ETH,0.18 ETH
BIONE,https://www.bione.cc/,B,0.6047,1.38 ETH,1.0 ETH,0.54 ETH,0.17 ETH
币虎全球BihuEX,https://bihuex.com/,B,0.5814,1.38 ETH,1.0 ETH,0.53 ETH,0.17 ETH
ZG.TOP,https://www.zg.top/,B,0.5349,1.37 ETH,1.0 ETH,0.52 ETH,0.15 ETH
胖比特,https://www.fatbtc.com,B,0.5116,1.36 ETH,1.0 ETH,0.52 ETH,0.15 ETH
CoinTiger,https://www.cointiger.one,B,0.4651,1.35 ETH,1.0 ETH,0.51 ETH,0.14 ETH
BITKER,https://www.bitker.com/,B,0.2791,1.3 ETH,1.0 ETH,0.48 ETH,0.09 ETH
WR.NET,https://www.wr.net/,B,0.2558,1.29 ETH,1.0 ETH,0.47 ETH,0.08 ETH
Liquid,https://www.liquid.com/,B,0.2326,1.28 ETH,1.0 ETH,0.47 ETH,0.07 ETH
Upbit,https://upbit.com/home,B,0.2093,1.28 ETH,1.0 ETH,0.47 ETH,0.07 ETH
Q网,https://www.myqbtc.com,B,0.0465,1.24 ETH,1.0 ETH,0.43 ETH,0.02 ETH
香港富比特,http://www.fubt.top/,C,1.0,1.2 ETH,0.8 ETH,0.3 ETH,0.1 ETH
ZZEX,https://www.zzex.pro,C,0.9843,1.2 ETH,0.8 ETH,0.3 ETH,0.1 ETH
Bitfinex,https://www.bitfinex.com,C,0.9764,1.2 ETH,0.8 ETH,0.3 ETH,0.1 ETH
Coinbase Pro,https://pro.coinbase.com/,C,0.9449,1.19 ETH,0.8 ETH,0.29 ETH,0.09 ETH
FCoin,https://www.fcoin.com/,C,0.9134,1.19 ETH,0.79 ETH,0.28 ETH,0.09 ETH
KKCoin,https://www.kkcoin.com,C,0.9055,1.19 ETH,0.79 ETH,0.28 ETH,0.09 ETH
K网,https://www.kraken.com,C,0.8583,1.18 ETH,0.79 ETH,0.27 ETH,0.08 ETH
Hubi,https://www.hubi.com/,C,0.8189,1.18 ETH,0.78 ETH,0.27 ETH,0.08 ETH
Bitstamp,https://www.bitstamp.net,C,0.8031,1.18 ETH,0.78 ETH,0.26 ETH,0.07 ETH
Coinbene,https://www.coinbene.com/,C,0.8819,1.19 ETH,0.79 ETH,0.28 ETH,0.09 ETH
Y网,https://y.ceo,C,0.7874,1.18 ETH,0.78 ETH,0.26 ETH,0.07 ETH
gate.io,https://gateio.news/,C,0.7717,1.18 ETH,0.78 ETH,0.26 ETH,0.07 ETH
FEX,https://fexpro.net/,C,0.748,1.17 ETH,0.78 ETH,0.25 ETH,0.07 ETH
YoBit,https://yobit.net,C,0.7008,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
Bitbank,https://bitbank.cc,C,0.685,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
B网,https://bittrex.com,C,0.6693,1.16 ETH,0.77 ETH,0.23 ETH,0.05 ETH
Exmo,https://exmo.com/,C,0.6614,1.16 ETH,0.77 ETH,0.23 ETH,0.05 ETH
