厂商名,域名,厂商级别,厂商排位,严重最高奖励,高危最高奖励,中危最高奖励,低危最高奖励
币夫,https://www.bitforex.com/,A,0.814,无上限,无上限,3.12 ETH,0.57 ETH
Coinsuper,https://www.coinsuper.com/,A,0.2326,无上限,无上限,2.16 ETH,0.47 ETH
LBank,https://www.lbkex.com/,A,0.4419,无上限,无上限,2.47 ETH,0.51 ETH
PK.TOP,http://www.pk.top/,A,0.1395,无上限,无上限,2.04 ETH,0.45 ETH
BitMart,https://www.bitmart.com/,A,0.0233,无上限,无上限,1.9 ETH,0.43 ETH
星客,https://www.silktrader.net/,A,0.0698,无上限,无上限,1.95 ETH,0.44 ETH
币涨,https://www.btrise.com/,A,0.0465,无上限,无上限,1.93 ETH,0.43 ETH
紫牛币交所,http://www.purcow.io/,B,0.9545,1.49 ETH,1.0 ETH,0.59 ETH,0.24 ETH
Bitget,https://www.bitget.com/,B,0.8788,1.46 ETH,1.0 ETH,0.58 ETH,0.23 ETH
Simex,https://simex.global/ru,B,0.8636,1.46 ETH,1.0 ETH,0.58 ETH,0.23 ETH
6x交易站,https://www.6x.com,B,0.8485,1.45 ETH,1.0 ETH,0.58 ETH,0.22 ETH
BKEX,https://www.bkex.com/,B,0.8182,1.45 ETH,1.0 ETH,0.57 ETH,0.22 ETH
币客,https://www.bitker.com/,B,0.9848,1.5 ETH,1.0 ETH,0.6 ETH,0.25 ETH
ZZEX,https://www.zzex.pro,B,0.7576,1.43 ETH,1.0 ETH,0.56 ETH,0.2 ETH
COIEX,https://coiex.io/,B,0.7727,1.43 ETH,1.0 ETH,0.56 ETH,0.21 ETH
Dcoin,https://www.dcoin.com/,B,0.8333,1.45 ETH,1.0 ETH,0.57 ETH,0.22 ETH
币蛋,https://www.coinegg.com/,B,0.7273,1.42 ETH,1.0 ETH,0.56 ETH,0.2 ETH
58COIN,http://www.58coin.com/,A,0.7674,无上限,无上限,3.03 ETH,0.56 ETH
币管家,https://bgj.io/,B,0.6818,1.41 ETH,1.0 ETH,0.55 ETH,0.19 ETH
Ethfinex,https://www.ethfinex.com/,B,0.6515,1.4 ETH,1.0 ETH,0.54 ETH,0.18 ETH
LATOKEN,https://latoken.com/,B,0.6212,1.39 ETH,1.0 ETH,0.54 ETH,0.17 ETH
HEX,https://www.hex.com/,B,0.5909,1.38 ETH,1.0 ETH,0.53 ETH,0.17 ETH
币尔,https://www.coineal.com/,B,0.6364,1.39 ETH,1.0 ETH,0.54 ETH,0.18 ETH
东方交易所,https://www.df.com/,B,0.6061,1.38 ETH,1.0 ETH,0.54 ETH,0.17 ETH
T网,https://www.tokencan.com,B,0.5455,1.37 ETH,1.0 ETH,0.53 ETH,0.16 ETH
10086coin,https://www.10086coin.io/,B,0.4697,1.35 ETH,1.0 ETH,0.51 ETH,0.14 ETH
币龙网,https://www.bitalong.com/,B,0.5152,1.36 ETH,1.0 ETH,0.52 ETH,0.15 ETH
Dididu,http://www.dididu.com/,B,0.4848,1.35 ETH,1.0 ETH,0.52 ETH,0.14 ETH
OEX全球站,https://www.oex.com/,B,0.4242,1.33 ETH,1.0 ETH,0.5 ETH,0.13 ETH
COIN918,http://www.coin918.cc/,B,0.3788,1.32 ETH,1.0 ETH,0.5 ETH,0.12 ETH
币扬,http://www.bityoung.com/,B,0.3182,1.31 ETH,1.0 ETH,0.49 ETH,0.1 ETH
BitAsset,https://www.bitasset.com/,B,0.3333,1.31 ETH,1.0 ETH,0.49 ETH,0.1 ETH
币诺,https://coinoah.com/,B,0.2576,1.29 ETH,1.0 ETH,0.47 ETH,0.08 ETH
UEX,http://www.uex.com/,B,0.2424,1.29 ETH,1.0 ETH,0.47 ETH,0.08 ETH
Hotbit,https://www.hotbit.io/,B,0.2273,1.28 ETH,1.0 ETH,0.47 ETH,0.07 ETH
天天国际,http://www.ttex.pro/,B,0.197,1.27 ETH,1.0 ETH,0.46 ETH,0.06 ETH
怪兽市场,https://www.monster.one,B,0.1667,1.27 ETH,1.0 ETH,0.46 ETH,0.05 ETH
CoinX,https://coinx.im,B,0.1515,1.26 ETH,1.0 ETH,0.45 ETH,0.05 ETH
TOKOK,https://www.tokok.com/,B,0.1818,1.27 ETH,1.0 ETH,0.46 ETH,0.06 ETH
BitMax,https://bitmax.io,B,0.303,1.3 ETH,1.0 ETH,0.48 ETH,0.09 ETH
CoinEx,https://www.coinex.com,B,0.0909,1.25 ETH,1.0 ETH,0.44 ETH,0.03 ETH
爱尚比特,https://www.asbtc.com,B,0.0455,1.24 ETH,1.0 ETH,0.43 ETH,0.02 ETH
Exx,https://www.exx.com/,B,0.9091,1.47 ETH,1.0 ETH,0.59 ETH,0.23 ETH
BITINFI,https://web.bitinfi.com/,B,0.0303,1.23 ETH,1.0 ETH,0.43 ETH,0.01 ETH
60交易所,https://www.60.com,C,1.0,1.2 ETH,0.8 ETH,0.3 ETH,0.1 ETH
Hubi,https://www.hubi.com/,C,0.9898,1.2 ETH,0.8 ETH,0.3 ETH,0.1 ETH
哈希交易所,https://www.hashwang.net/,C,0.9796,1.2 ETH,0.8 ETH,0.3 ETH,0.1 ETH
火币韩国站,https://event.huobi.co.kr,C,0.9592,1.2 ETH,0.8 ETH,0.29 ETH,0.1 ETH
BYEX,https://www.byex.io,C,0.9694,1.2 ETH,0.8 ETH,0.29 ETH,0.1 ETH
Rootrex,https://www.rootrex.com,C,0.9388,1.19 ETH,0.79 ETH,0.29 ETH,0.09 ETH
Bithumb DEX,https://www.bithumb.io/,C,0.9286,1.19 ETH,0.79 ETH,0.29 ETH,0.09 ETH
Korbit,https://www.korbit.co.kr,C,0.9082,1.19 ETH,0.79 ETH,0.28 ETH,0.09 ETH
持币网,https://www.keepbtc.net/,C,0.898,1.19 ETH,0.79 ETH,0.28 ETH,0.09 ETH
Victcoin,https://www.victcoin.com/,C,0.8571,1.18 ETH,0.79 ETH,0.27 ETH,0.08 ETH
Biger,https://www.biger.in/,C,0.8469,1.18 ETH,0.79 ETH,0.27 ETH,0.08 ETH
FCoinJP,https://www.fcoinjp.com/,C,0.8163,1.18 ETH,0.78 ETH,0.26 ETH,0.08 ETH
比特兔交易所,https://bitrabbit.com/,C,0.8061,1.18 ETH,0.78 ETH,0.26 ETH,0.07 ETH
OCX,https://ocx.com,B,0.1364,1.26 ETH,1.0 ETH,0.45 ETH,0.05 ETH
U8,https://www.u8.com/,C,0.7959,1.18 ETH,0.78 ETH,0.26 ETH,0.07 ETH
CoinMex,https://www.coinmex.com/,C,0.7551,1.17 ETH,0.78 ETH,0.25 ETH,0.07 ETH
9Coin,https://www.9coin.com,C,0.7653,1.17 ETH,0.78 ETH,0.25 ETH,0.07 ETH
热币网,https://www.hotcoin.top/,C,0.7755,1.18 ETH,0.78 ETH,0.26 ETH,0.07 ETH
RightBTC,https://www.rightbtc.com,A,0.186,无上限,无上限,2.1 ETH,0.46 ETH
GAEX,https://www.gaex.com/,C,0.7347,1.17 ETH,0.78 ETH,0.25 ETH,0.06 ETH
鲸交所,https://www.whaleex.com/,C,0.7245,1.17 ETH,0.78 ETH,0.25 ETH,0.06 ETH
好币网,https://www.hcoin.com/,C,0.7041,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
币系,https://bilaxy.com/,C,0.7143,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
55全球市场,https://www.55.com,C,0.6837,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
PRDAE,https://www.prdae.pro/,C,0.6735,1.16 ETH,0.77 ETH,0.23 ETH,0.05 ETH
币次元,https://www.coinx.pro/,C,0.6327,1.16 ETH,0.77 ETH,0.23 ETH,0.05 ETH
BTCTurk,https://www.btcturk.com,C,0.6224,1.16 ETH,0.77 ETH,0.22 ETH,0.05 ETH
Indodax,https://indodax.com/,C,0.602,1.16 ETH,0.76 ETH,0.22 ETH,0.04 ETH
Mercatox,https://mercatox.com/,C,0.6122,1.16 ETH,0.76 ETH,0.22 ETH,0.04 ETH
IX交易所,https://ix.com/,C,0.5816,1.16 ETH,0.76 ETH,0.21 ETH,0.04 ETH
币团网,https://www.bituan.com/,C,0.5714,1.15 ETH,0.76 ETH,0.21 ETH,0.04 ETH
7EBIT,http://www.7ebit.net/,B,0.1061,1.25 ETH,1.0 ETH,0.45 ETH,0.04 ETH
Park.one,https://www.park.one,C,0.551,1.15 ETH,0.76 ETH,0.21 ETH,0.03 ETH
以飞交易所,https://etherflyer.com/,C,0.5204,1.15 ETH,0.76 ETH,0.2 ETH,0.03 ETH
COINBIG,https://www.coinbig.com/,C,0.5,1.15 ETH,0.75 ETH,0.19 ETH,0.02 ETH
Bgogo,https://bgogo.com,C,0.6939,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
AI交易所,https://www.aicexc.com/,C,0.4592,1.14 ETH,0.75 ETH,0.18 ETH,0.01 ETH
新比特交易所,http://www.xbtc.cx/,C,0.5102,1.15 ETH,0.76 ETH,0.2 ETH,0.02 ETH
WanShare,https://www.wanshare.com/,C,0.4694,1.14 ETH,0.75 ETH,0.19 ETH,0.02 ETH
笔加索,https://www.bjs.bi/,C,0.449,1.14 ETH,0.75 ETH,0.18 ETH,0.01 ETH
信币,https://www.thinkbit.com/,C,0.4388,1.14 ETH,0.75 ETH,0.18 ETH,0.01 ETH
CoinPark,https://www.coinpark.com/,C,0.5918,1.16 ETH,0.76 ETH,0.22 ETH,0.04 ETH
UKEX,https://ukex.com,C,0.4082,1.14 ETH,0.75 ETH,0.17 ETH,0.01 ETH
BBX,http://www.bbx.com/,C,0.3878,1.13 ETH,0.74 ETH,0.17 ETH,0.01 ETH
找币,https://www.zhaobi.com/,C,0.3776,1.13 ETH,0.74 ETH,0.16 ETH,0.01 ETH
炒币网,https://www.chaobi.com/,C,0.3367,1.13 ETH,0.74 ETH,0.15 ETH,0.01 ETH
VBITEX,https://www.vbitex.com/,C,0.3265,1.13 ETH,0.74 ETH,0.15 ETH,0.01 ETH
WinMax,https://www.winmax.me/,C,0.2857,1.12 ETH,0.73 ETH,0.14 ETH,0.01 ETH
金币,https://www.jbex.pro/,C,0.3061,1.13 ETH,0.74 ETH,0.14 ETH,0.01 ETH
CoinFit,https://www.coinfit.io/,C,0.2551,1.12 ETH,0.73 ETH,0.13 ETH,0.01 ETH
中比特交易所,https://zbt.one/,C,0.2449,1.12 ETH,0.73 ETH,0.13 ETH,0.01 ETH
币链网,http://www.btcbl.com/,C,0.2347,1.12 ETH,0.73 ETH,0.12 ETH,0.01 ETH
畅思,https://chaince.com/,C,0.2041,1.12 ETH,0.73 ETH,0.12 ETH,0.01 ETH
TOP.ONE,https://www.top.one/,C,0.1939,1.11 ETH,0.72 ETH,0.11 ETH,0.01 ETH
影力所,http://www.inex.exchange/,C,0.1837,1.11 ETH,0.72 ETH,0.11 ETH,0.01 ETH
币易,http://www.coinyee.io,C,0.1735,1.11 ETH,0.72 ETH,0.11 ETH,0.01 ETH
ExNow,http://www.exnow.com/,C,0.1531,1.11 ETH,0.72 ETH,0.1 ETH,0.01 ETH
币和,https://www.bibr.com/,C,0.1327,1.11 ETH,0.72 ETH,0.09 ETH,0.01 ETH
G网,https://www.gbcax.com/,C,0.1429,1.11 ETH,0.72 ETH,0.1 ETH,0.01 ETH
币族,https://www.bizu.com,C,0.1224,1.11 ETH,0.72 ETH,0.09 ETH,0.01 ETH
MAX,https://max.maicoin.com/,C,0.102,1.11 ETH,0.72 ETH,0.08 ETH,0.01 ETH
Be.Top,https://www.be.top/,C,0.0714,1.1 ETH,0.71 ETH,0.08 ETH,0.01 ETH
Bisq,https://bisq.network/,C,0.0612,1.1 ETH,0.71 ETH,0.07 ETH,0.01 ETH
DDEX,https://ddex.io/,C,0.0408,1.1 ETH,0.71 ETH,0.07 ETH,0.01 ETH
Coinrail,https://coinrail.co.kr,C,0.0306,1.1 ETH,0.71 ETH,0.06 ETH,0.01 ETH
Trade Satoshi,https://tradesatoshi.com/,C,0.0102,1.1 ETH,0.71 ETH,0.06 ETH,0.01 ETH
CoinFalcon,https://coinfalcon.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Bikicoin,https://www.bikicoin.com,A,0.8372,无上限,无上限,3.16 ETH,0.57 ETH
SouthXchange,https://www.southxchange.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
龙阁,https://www.longex.io,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
讯齐,https://www.xunq.net,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
DEx.top,https://dex.top/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
FreiExchange,https://freiexchange.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
比特兄弟,https://www.btb.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Ore.Bz,https://ore.bz/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
币森,https://www.becent.com,C,0.2755,1.12 ETH,0.73 ETH,0.14 ETH,0.01 ETH
