厂商名,域名,厂商级别,厂商排位,严重最高奖励,高危最高奖励,中危最高奖励,低危最高奖励
BTCBOX,https://www.btcbox.co.jp/,B,0.0735,1.24 ETH,1.0 ETH,0.44 ETH,0.02 ETH
KuCoin,https://www.kucoin.com,B,0.0588,1.24 ETH,1.0 ETH,0.44 ETH,0.02 ETH
HPX,https://www.hpx.com/,C,0.9798,1.2 ETH,0.8 ETH,0.3 ETH,0.1 ETH
itBit,https://www.itbit.com,C,0.9495,1.19 ETH,0.8 ETH,0.29 ETH,0.09 ETH
Coinone,https://coinone.co.kr/,C,0.9192,1.19 ETH,0.79 ETH,0.29 ETH,0.09 ETH
Livecoin,https://www.livecoin.net/,C,0.9394,1.19 ETH,0.79 ETH,0.29 ETH,0.09 ETH
BitBay,https://bitbay.net,C,0.8384,1.18 ETH,0.79 ETH,0.27 ETH,0.08 ETH
FEX,https://fexpro.io/,C,0.7879,1.18 ETH,0.78 ETH,0.26 ETH,0.07 ETH
OkCoin韩国站,https://www.okcoinkr.com/,B,0.3088,1.3 ETH,1.0 ETH,0.48 ETH,0.1 ETH
酷币,https://www.coolcoin.com,C,0.7778,1.18 ETH,0.78 ETH,0.26 ETH,0.07 ETH
Zaif,https://zaif.jp,C,0.7071,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
李逵,https://liqui.io/,C,0.6869,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
Tidex,https://tidex.com/,C,0.6263,1.16 ETH,0.77 ETH,0.22 ETH,0.05 ETH
柯宾汉,https://www.cobinhood.com/,C,0.5758,1.15 ETH,0.76 ETH,0.21 ETH,0.04 ETH
Luno,https://www.luno.com,C,0.5556,1.15 ETH,0.76 ETH,0.21 ETH,0.03 ETH
DeBi,https://www.debi.com/,C,0.5051,1.15 ETH,0.75 ETH,0.2 ETH,0.02 ETH
DSX,https://dsx.uk,C,0.4949,1.15 ETH,0.75 ETH,0.19 ETH,0.02 ETH
YEX,http://yex.com/,C,0.6061,1.16 ETH,0.76 ETH,0.22 ETH,0.04 ETH
币万,http://www.bione.cc/,C,0.3939,1.14 ETH,0.74 ETH,0.17 ETH,0.01 ETH
BX Thailand,https://bx.in.th,C,0.3838,1.13 ETH,0.74 ETH,0.17 ETH,0.01 ETH
C网,https://www.cryptopia.co.nz,C,0.404,1.14 ETH,0.74 ETH,0.17 ETH,0.01 ETH
BTC Markets,https://btcmarkets.net/,C,0.3737,1.13 ETH,0.74 ETH,0.16 ETH,0.01 ETH
Rfinex,https://www.rfinex.com/,C,0.3535,1.13 ETH,0.74 ETH,0.16 ETH,0.01 ETH
xBTCe,https://www.xbtce.com/,C,0.5657,1.15 ETH,0.76 ETH,0.21 ETH,0.04 ETH
Bitso,https://bitso.com,C,0.3232,1.13 ETH,0.74 ETH,0.15 ETH,0.01 ETH
IDEX,https://idex.market,C,0.9091,1.19 ETH,0.79 ETH,0.28 ETH,0.09 ETH
CREX24,https://crex24.com/zh/,C,0.2828,1.12 ETH,0.73 ETH,0.14 ETH,0.01 ETH
STEX,https://www.stex.com,C,0.4242,1.14 ETH,0.75 ETH,0.18 ETH,0.01 ETH
OkCoin国际,https://www.okcoin.com,C,0.2525,1.12 ETH,0.73 ETH,0.13 ETH,0.01 ETH
CEO交易所,https://ceo.bi,C,0.9899,1.2 ETH,0.8 ETH,0.3 ETH,0.1 ETH
ACX,https://acx.io/,C,0.2121,1.12 ETH,0.73 ETH,0.12 ETH,0.01 ETH
BigOne,https://big.one,C,0.8283,1.18 ETH,0.78 ETH,0.27 ETH,0.08 ETH
hellobts,https://www.hellobts.com/,C,0.1111,1.11 ETH,0.72 ETH,0.09 ETH,0.01 ETH
GDEX,https://www.gdex.io/,C,0.1212,1.11 ETH,0.72 ETH,0.09 ETH,0.01 ETH
Kuna,https://kuna.io,C,0.0606,1.1 ETH,0.71 ETH,0.07 ETH,0.01 ETH
VNBIG,http://www.vnbig.com/,C,0.0707,1.1 ETH,0.71 ETH,0.08 ETH,0.01 ETH
BoxEx,https://ex.btcbox.com/,C,0.0404,1.1 ETH,0.71 ETH,0.07 ETH,0.01 ETH
OTCBTC,https://otcbtc.com,C,0.1313,1.11 ETH,0.72 ETH,0.09 ETH,0.01 ETH
Bleutrade,https://bleutrade.com,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
KKEX,https://kkex.com,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Fisco,https://fcce.jp,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
COINNEST,http://www.coinnest.co.kr,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
WEX,https://wex.nz,C,0.5859,1.16 ETH,0.76 ETH,0.22 ETH,0.04 ETH
加勒比H网,http://hht.one/,B,0.8971,1.47 ETH,1.0 ETH,0.58 ETH,0.23 ETH
趣币网,https://www.qubi.com,A,0.8636,无上限,无上限,3.21 ETH,0.58 ETH
GAEA,https://www.gmex.io,A,0.6364,无上限,无上限,2.79 ETH,0.54 ETH
IOAEX,http://www.ioaex.com,A,0.75,无上限,无上限,2.99 ETH,0.56 ETH
Huobi DM,https://www.hbdm.com,A,0.5682,无上限,无上限,2.67 ETH,0.53 ETH
VVBTC,http://www.vvbtc.com,A,0.5455,无上限,无上限,2.63 ETH,0.53 ETH
BQEX,https://www.bqex.pro/,A,0.5227,无上限,无上限,2.6 ETH,0.52 ETH
LBank,https://www.lbkex.com/,A,0.6136,无上限,无上限,2.75 ETH,0.54 ETH
XTRA,https://www.xtraex.com/,A,0.4091,无上限,无上限,2.42 ETH,0.5 ETH
OEX全球站,https://www.oex.com/,A,0.3636,无上限,无上限,2.35 ETH,0.49 ETH
Exrates,https://lk.exrates.me,A,0.4318,无上限,无上限,2.45 ETH,0.51 ETH
Bitget,https://www.bitget.com/,A,0.25,无上限,无上限,2.19 ETH,0.47 ETH
Coinsuper,https://www.coinsuper.com/,A,0.2273,无上限,无上限,2.16 ETH,0.47 ETH
BitMart,https://www.bitmart.com/,A,0.0682,无上限,无上限,1.95 ETH,0.44 ETH
星客,https://www.silktrader.net/,B,0.9853,1.5 ETH,1.0 ETH,0.6 ETH,0.25 ETH
币涨,https://www.btrise.com/,A,0.0909,无上限,无上限,1.98 ETH,0.44 ETH
Simex,https://simex.global/ru,B,0.9118,1.47 ETH,1.0 ETH,0.59 ETH,0.23 ETH
币夫,https://www.bitforex.com/,A,0.8182,无上限,无上限,3.12 ETH,0.57 ETH
BKEX,https://www.bkex.com/,B,0.8529,1.46 ETH,1.0 ETH,0.58 ETH,0.22 ETH
6x交易站,https://www.6x.com,B,0.8088,1.44 ETH,1.0 ETH,0.57 ETH,0.21 ETH
紫牛币交所,http://www.purcow.io/,B,0.9559,1.49 ETH,1.0 ETH,0.59 ETH,0.24 ETH
币蛋,https://www.coinegg.com/,B,0.8235,1.45 ETH,1.0 ETH,0.57 ETH,0.22 ETH
10086coin,https://www.10086coin.io/,B,0.75,1.43 ETH,1.0 ETH,0.56 ETH,0.2 ETH
Dcoin,https://www.dcoin.com/,B,0.8676,1.46 ETH,1.0 ETH,0.58 ETH,0.23 ETH
东方交易所,https://www.df.com/,B,0.7353,1.42 ETH,1.0 ETH,0.56 ETH,0.2 ETH
币管家,https://bgj.io/,B,0.6912,1.41 ETH,1.0 ETH,0.55 ETH,0.19 ETH
COINBIG,https://www.coinbig.com/,B,0.6618,1.4 ETH,1.0 ETH,0.55 ETH,0.18 ETH
58COIN,http://www.58coin.com/,A,0.7955,无上限,无上限,3.08 ETH,0.57 ETH
HEX,https://www.hex.com/,B,0.6471,1.4 ETH,1.0 ETH,0.54 ETH,0.18 ETH
Dididu,http://www.dididu.com/,B,0.6029,1.38 ETH,1.0 ETH,0.54 ETH,0.17 ETH
币尔,https://www.coineal.com/,B,0.5882,1.38 ETH,1.0 ETH,0.53 ETH,0.17 ETH
币龙网,https://www.bitalong.com/,B,0.6176,1.39 ETH,1.0 ETH,0.54 ETH,0.17 ETH
LATOKEN,https://latoken.com/,B,0.5294,1.36 ETH,1.0 ETH,0.52 ETH,0.15 ETH
Ethfinex,https://www.ethfinex.com/,B,0.5441,1.37 ETH,1.0 ETH,0.53 ETH,0.16 ETH
T网,https://www.tokencan.com,B,0.5147,1.36 ETH,1.0 ETH,0.52 ETH,0.15 ETH
B2BX,https://www.b2bx.exchange,B,0.4265,1.34 ETH,1.0 ETH,0.51 ETH,0.13 ETH
COIN918,http://www.coin918.cc/,B,0.4118,1.33 ETH,1.0 ETH,0.5 ETH,0.12 ETH
COIEX,https://coiex.io/,B,0.3971,1.33 ETH,1.0 ETH,0.5 ETH,0.12 ETH
PK.TOP,http://www.pk.top/,B,0.3676,1.32 ETH,1.0 ETH,0.49 ETH,0.11 ETH
Hubi,https://www.hubi.com/,B,0.3529,1.32 ETH,1.0 ETH,0.49 ETH,0.11 ETH
UEX,http://www.uex.com/,B,0.3382,1.31 ETH,1.0 ETH,0.49 ETH,0.1 ETH
币诺,https://coinoah.com/,B,0.2941,1.3 ETH,1.0 ETH,0.48 ETH,0.09 ETH
怪兽市场,https://www.monster.one,B,0.2794,1.3 ETH,1.0 ETH,0.48 ETH,0.09 ETH
天天国际,http://www.ttex.pro/,B,0.2647,1.29 ETH,1.0 ETH,0.48 ETH,0.08 ETH
BitAsset,https://www.bitasset.com/,B,0.25,1.29 ETH,1.0 ETH,0.47 ETH,0.08 ETH
爱尚比特,https://www.asbtc.com,B,0.1912,1.27 ETH,1.0 ETH,0.46 ETH,0.06 ETH
币扬,http://www.bityoung.com/,B,0.1765,1.27 ETH,1.0 ETH,0.46 ETH,0.06 ETH
TOKOK,https://www.tokok.com/,B,0.2059,1.28 ETH,1.0 ETH,0.47 ETH,0.07 ETH
60交易所,https://www.60.com,B,0.1618,1.27 ETH,1.0 ETH,0.46 ETH,0.05 ETH
Hotbit,https://www.hotbit.io/,B,0.1324,1.26 ETH,1.0 ETH,0.45 ETH,0.04 ETH
币图,https://www.tok.com,B,0.0882,1.25 ETH,1.0 ETH,0.44 ETH,0.03 ETH
CoinX,https://coinx.im,B,0.1029,1.25 ETH,1.0 ETH,0.45 ETH,0.03 ETH
Park.one,https://www.park.one,B,0.0441,1.24 ETH,1.0 ETH,0.43 ETH,0.02 ETH
BITINFI,https://web.bitinfi.com/,C,1.0,1.2 ETH,0.8 ETH,0.3 ETH,0.1 ETH
BYEX,https://www.byex.io,B,0.0147,1.23 ETH,1.0 ETH,0.43 ETH,0.01 ETH
Exx,https://www.exx.com/,A,0.1364,无上限,无上限,2.04 ETH,0.45 ETH
CoinEx,https://www.coinex.com,C,0.9697,1.2 ETH,0.8 ETH,0.29 ETH,0.1 ETH
持币网,https://www.keepbtc.net/,C,0.9293,1.19 ETH,0.79 ETH,0.29 ETH,0.09 ETH
Victcoin,https://www.victcoin.com/,C,0.8889,1.19 ETH,0.79 ETH,0.28 ETH,0.09 ETH
哈希交易所,https://www.hashwang.net/,C,0.899,1.19 ETH,0.79 ETH,0.28 ETH,0.09 ETH
火币韩国站,https://event.huobi.co.kr,C,0.8788,1.19 ETH,0.79 ETH,0.28 ETH,0.09 ETH
OCX,https://ocx.com,B,0.2353,1.28 ETH,1.0 ETH,0.47 ETH,0.08 ETH
币客,https://www.bitker.com/,C,0.8687,1.19 ETH,0.79 ETH,0.28 ETH,0.08 ETH
Biger,https://www.biger.in/,C,0.8586,1.18 ETH,0.79 ETH,0.27 ETH,0.08 ETH
RightBTC,https://www.rightbtc.com,A,0.3864,无上限,无上限,2.38 ETH,0.5 ETH
CoinMex,https://www.coinmex.com/,C,0.8485,1.18 ETH,0.79 ETH,0.27 ETH,0.08 ETH
U8,https://www.u8.com/,C,0.8182,1.18 ETH,0.78 ETH,0.27 ETH,0.08 ETH
PRDAE,https://www.prdae.pro/,C,0.798,1.18 ETH,0.78 ETH,0.26 ETH,0.07 ETH
9Coin,https://www.9coin.com,C,0.8081,1.18 ETH,0.78 ETH,0.26 ETH,0.08 ETH
Korbit,https://www.korbit.co.kr,C,0.7677,1.17 ETH,0.78 ETH,0.25 ETH,0.07 ETH
Bgogo,https://bgogo.com,B,0.0294,1.23 ETH,1.0 ETH,0.43 ETH,0.01 ETH
GAEX,https://www.gaex.com/,C,0.7576,1.17 ETH,0.78 ETH,0.25 ETH,0.07 ETH
比特兔交易所,https://bitrabbit.com/,C,0.7475,1.17 ETH,0.78 ETH,0.25 ETH,0.07 ETH
FCoinJP,https://www.fcoinjp.com/,C,0.7374,1.17 ETH,0.78 ETH,0.25 ETH,0.06 ETH
好币网,https://www.hcoin.com/,C,0.7172,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
币系,https://bilaxy.com/,C,0.7273,1.17 ETH,0.78 ETH,0.25 ETH,0.06 ETH
55全球市场,https://www.55.com,C,0.697,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
BitMax,https://bitmax.io,B,0.4559,1.34 ETH,1.0 ETH,0.51 ETH,0.14 ETH
Mercatox,https://mercatox.com/,C,0.6768,1.17 ETH,0.77 ETH,0.24 ETH,0.05 ETH
币次元,https://www.coinx.pro/,C,0.6566,1.16 ETH,0.77 ETH,0.23 ETH,0.05 ETH
讯齐,https://www.xunq.net,C,0.9596,1.2 ETH,0.8 ETH,0.29 ETH,0.1 ETH
新比特交易所,http://www.xbtc.cx/,C,0.6667,1.16 ETH,0.77 ETH,0.23 ETH,0.05 ETH
币族,https://www.bizu.com,C,0.6465,1.16 ETH,0.77 ETH,0.23 ETH,0.05 ETH
Indodax,https://indodax.com/,C,0.6162,1.16 ETH,0.76 ETH,0.22 ETH,0.04 ETH
AI交易所,https://www.aicexc.com/,C,0.596,1.16 ETH,0.76 ETH,0.22 ETH,0.04 ETH
热币网,https://www.hotcoin.top/,C,0.6364,1.16 ETH,0.77 ETH,0.23 ETH,0.05 ETH
7EBIT,http://www.7ebit.net/,B,0.1471,1.26 ETH,1.0 ETH,0.45 ETH,0.05 ETH
BTCTurk,https://www.btcturk.com,C,0.5455,1.15 ETH,0.76 ETH,0.21 ETH,0.03 ETH
Bithumb DEX,https://www.bithumb.io/,C,0.5354,1.15 ETH,0.76 ETH,0.2 ETH,0.03 ETH
Rootrex,https://www.rootrex.com,C,0.5253,1.15 ETH,0.76 ETH,0.2 ETH,0.03 ETH
WanShare,https://www.wanshare.com/,C,0.5152,1.15 ETH,0.76 ETH,0.2 ETH,0.03 ETH
笔加索,https://www.bjs.bi/,C,0.4848,1.14 ETH,0.75 ETH,0.19 ETH,0.02 ETH
信币,https://www.thinkbit.com/,C,0.4747,1.14 ETH,0.75 ETH,0.19 ETH,0.02 ETH
UKEX,https://ukex.com,C,0.4545,1.14 ETH,0.75 ETH,0.18 ETH,0.01 ETH
以飞交易所,https://etherflyer.com/,C,0.4444,1.14 ETH,0.75 ETH,0.18 ETH,0.01 ETH
BBX,http://www.bbx.com/,C,0.4343,1.14 ETH,0.75 ETH,0.18 ETH,0.01 ETH
IX交易所,https://ix.com/,C,0.4646,1.14 ETH,0.75 ETH,0.19 ETH,0.01 ETH
找币,https://www.zhaobi.com/,C,0.4141,1.14 ETH,0.75 ETH,0.17 ETH,0.01 ETH
VBITEX,https://www.vbitex.com/,C,0.3636,1.13 ETH,0.74 ETH,0.16 ETH,0.01 ETH
炒币网,https://www.chaobi.com/,C,0.3434,1.13 ETH,0.74 ETH,0.15 ETH,0.01 ETH
WinMax,https://www.winmax.me/,C,0.303,1.13 ETH,0.74 ETH,0.14 ETH,0.01 ETH
金币,https://www.jbex.pro/,C,0.2929,1.13 ETH,0.73 ETH,0.14 ETH,0.01 ETH
CoinFit,https://www.coinfit.io/,C,0.2727,1.12 ETH,0.73 ETH,0.14 ETH,0.01 ETH
币团网,https://www.bituan.com/,C,0.2626,1.12 ETH,0.73 ETH,0.13 ETH,0.01 ETH
中比特交易所,https://zbt.one/,C,0.2424,1.12 ETH,0.73 ETH,0.13 ETH,0.01 ETH
影力所,http://www.inex.exchange/,C,0.2323,1.12 ETH,0.73 ETH,0.12 ETH,0.01 ETH
TOP.ONE,https://www.top.one/,C,0.2222,1.12 ETH,0.73 ETH,0.12 ETH,0.01 ETH
币和,https://www.bibr.com/,C,0.202,1.12 ETH,0.73 ETH,0.11 ETH,0.01 ETH
畅思,https://chaince.com/,C,0.1919,1.11 ETH,0.72 ETH,0.11 ETH,0.01 ETH
ExNow,http://www.exnow.com/,C,0.1818,1.11 ETH,0.72 ETH,0.11 ETH,0.01 ETH
币链网,http://www.btcbl.com/,C,0.1717,1.11 ETH,0.72 ETH,0.11 ETH,0.01 ETH
CoinPark,https://www.coinpark.com/,C,0.3333,1.13 ETH,0.74 ETH,0.15 ETH,0.01 ETH
MAX,https://max.maicoin.com/,C,0.1616,1.11 ETH,0.72 ETH,0.1 ETH,0.01 ETH
Newdex,https://newdex.io/,C,0.1515,1.11 ETH,0.72 ETH,0.1 ETH,0.01 ETH
G网,https://www.gbcax.com/,C,0.1414,1.11 ETH,0.72 ETH,0.1 ETH,0.01 ETH
Be.Top,https://www.be.top/,C,0.101,1.11 ETH,0.72 ETH,0.08 ETH,0.01 ETH
Bikicoin,https://www.bikicoin.com,A,0.9091,无上限,无上限,3.31 ETH,0.59 ETH
DDEX,https://ddex.io/,C,0.0909,1.1 ETH,0.71 ETH,0.08 ETH,0.01 ETH
Trade Satoshi,https://tradesatoshi.com/,C,0.0808,1.1 ETH,0.71 ETH,0.08 ETH,0.01 ETH
鲸交所,https://www.whaleex.com/,C,0.0505,1.1 ETH,0.71 ETH,0.07 ETH,0.01 ETH
比太网,https://www.btex.com/,C,0.0303,1.1 ETH,0.71 ETH,0.06 ETH,0.01 ETH
Bisq,https://bisq.network/,C,0.0202,1.1 ETH,0.71 ETH,0.06 ETH,0.01 ETH
币易,http://www.coinyee.io,C,0.0101,1.1 ETH,0.71 ETH,0.06 ETH,0.01 ETH
CoinFalcon,https://coinfalcon.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
SouthXchange,https://www.southxchange.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
龙阁,https://www.longex.io,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
FreiExchange,https://freiexchange.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Coinrail,https://coinrail.co.kr,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
DEx.top,https://dex.top/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
比特兄弟,https://www.btb.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Ore.Bz,https://ore.bz/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Coingi,https://coingi.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
币森,https://www.becent.com,C,0.3131,1.13 ETH,0.74 ETH,0.15 ETH,0.01 ETH
