厂商名,域名,厂商级别,厂商排位,严重最高奖励,高危最高奖励,中危最高奖励,低危最高奖励
gate.io,https://gateio.news/,B,0.9667,1.49 ETH,1.0 ETH,0.59 ETH,0.24 ETH
币客,https://www.bitker.com/,B,0.95,1.48 ETH,1.0 ETH,0.59 ETH,0.24 ETH
汇币网,https://hb.top,B,0.9333,1.48 ETH,1.0 ETH,0.59 ETH,0.24 ETH
Bitstamp,https://www.bitstamp.net,B,0.9,1.47 ETH,1.0 ETH,0.58 ETH,0.23 ETH
CoinTiger,https://www.cointiger.pro,B,0.8833,1.46 ETH,1.0 ETH,0.58 ETH,0.23 ETH
ZG.TOP,https://www.zg.top/,B,0.8667,1.46 ETH,1.0 ETH,0.58 ETH,0.23 ETH
炒客网,https://www.chaoex.io,B,0.8167,1.45 ETH,1.0 ETH,0.57 ETH,0.22 ETH
B网,https://bittrex.com,B,0.7833,1.44 ETH,1.0 ETH,0.57 ETH,0.21 ETH
bitFlyer,https://bitflyer.jp/,B,0.7667,1.43 ETH,1.0 ETH,0.56 ETH,0.21 ETH
东方交易所,https://www.df.com/,B,0.75,1.43 ETH,1.0 ETH,0.56 ETH,0.2 ETH
币虎全球BihuEX,https://bihuex.com/,B,0.6833,1.41 ETH,1.0 ETH,0.55 ETH,0.19 ETH
ZZEX,https://www.zzex.pro,B,0.6667,1.4 ETH,1.0 ETH,0.55 ETH,0.19 ETH
P网,https://poloniex.com,B,0.65,1.4 ETH,1.0 ETH,0.54 ETH,0.18 ETH
AT交易所,https://www.at3.com.cn,B,0.6333,1.39 ETH,1.0 ETH,0.54 ETH,0.18 ETH
YOEXS,https://y.ceo,B,0.6,1.38 ETH,1.0 ETH,0.54 ETH,0.17 ETH
IDCM,https://www.idcm.io/,B,0.6167,1.39 ETH,1.0 ETH,0.54 ETH,0.17 ETH
Allcoin,https://www.allcoinex.io,B,0.5833,1.38 ETH,1.0 ETH,0.53 ETH,0.17 ETH
币万,http://www.bione.cc/,B,0.5667,1.37 ETH,1.0 ETH,0.53 ETH,0.16 ETH
双子星,https://gemini.com/,B,0.5,1.36 ETH,1.0 ETH,0.52 ETH,0.15 ETH
Coinone,https://coinone.co.kr/,B,0.4667,1.35 ETH,1.0 ETH,0.51 ETH,0.14 ETH
KKCoin,https://www.kkcoin.com,B,0.45,1.34 ETH,1.0 ETH,0.51 ETH,0.13 ETH
胖比特,https://www.fatbtc.com,B,0.4167,1.33 ETH,1.0 ETH,0.5 ETH,0.13 ETH
Hubi,https://www.hubi.com/,B,0.3667,1.32 ETH,1.0 ETH,0.49 ETH,0.11 ETH
Q网,https://www.myqbtc.com,B,0.3833,1.32 ETH,1.0 ETH,0.5 ETH,0.12 ETH
满币网,https://www.coinbene.com/,B,0.55,1.37 ETH,1.0 ETH,0.53 ETH,0.16 ETH
Coincheck,https://coincheck.com/,B,0.25,1.29 ETH,1.0 ETH,0.47 ETH,0.08 ETH
itBit,https://www.itbit.com,B,0.15,1.26 ETH,1.0 ETH,0.45 ETH,0.05 ETH
KuCoin,https://www.kucoin.com,B,0.15,1.26 ETH,1.0 ETH,0.45 ETH,0.05 ETH
Exmo,https://exmo.com/,B,0.0667,1.24 ETH,1.0 ETH,0.44 ETH,0.02 ETH
YoBit,https://yobit.net,B,0.0167,1.23 ETH,1.0 ETH,0.43 ETH,0.01 ETH
BTCBOX,https://www.btcbox.co.jp/,C,0.975,1.2 ETH,0.8 ETH,0.3 ETH,0.1 ETH
HPX,https://www.hpx.com/,C,0.9625,1.2 ETH,0.8 ETH,0.29 ETH,0.1 ETH
BitBay,https://bitbay.net,C,0.8875,1.19 ETH,0.79 ETH,0.28 ETH,0.09 ETH
Zaif,https://zaif.jp,C,0.8625,1.19 ETH,0.79 ETH,0.27 ETH,0.08 ETH
Livecoin,https://www.livecoin.net/,C,0.825,1.18 ETH,0.78 ETH,0.27 ETH,0.08 ETH
FEX,https://fexpro.io/,C,0.75,1.17 ETH,0.78 ETH,0.25 ETH,0.07 ETH
Tidex,https://tidex.com/,C,0.7375,1.17 ETH,0.78 ETH,0.25 ETH,0.06 ETH
酷币,https://www.coolcoin.com,C,0.65,1.16 ETH,0.77 ETH,0.23 ETH,0.05 ETH
YEX,http://yex.com/,C,0.6375,1.16 ETH,0.77 ETH,0.23 ETH,0.05 ETH
OkCoin韩国站,https://www.okcoinkr.com/,C,0.6,1.16 ETH,0.76 ETH,0.22 ETH,0.04 ETH
李逵,https://liqui.io/,C,0.575,1.15 ETH,0.76 ETH,0.21 ETH,0.04 ETH
Luno,https://www.luno.com,C,0.5625,1.15 ETH,0.76 ETH,0.21 ETH,0.03 ETH
柯宾汉,https://www.cobinhood.com/,C,0.525,1.15 ETH,0.76 ETH,0.2 ETH,0.03 ETH
Rfinex,https://www.rfinex.com/,C,0.4625,1.14 ETH,0.75 ETH,0.19 ETH,0.01 ETH
Bitso,https://bitso.com,C,0.45,1.14 ETH,0.75 ETH,0.18 ETH,0.01 ETH
DSX,https://dsx.uk,C,0.4375,1.14 ETH,0.75 ETH,0.18 ETH,0.01 ETH
C网,https://www.cryptopia.co.nz,C,0.3625,1.13 ETH,0.74 ETH,0.16 ETH,0.01 ETH
CEO交易所,https://ceo.bi,C,0.35,1.13 ETH,0.74 ETH,0.16 ETH,0.01 ETH
OkCoin国际,https://www.okcoin.com,C,0.3375,1.13 ETH,0.74 ETH,0.15 ETH,0.01 ETH
BCEX,https://www.bcex.top,C,0.275,1.12 ETH,0.73 ETH,0.14 ETH,0.01 ETH
STEX,https://www.stex.com,C,0.2625,1.12 ETH,0.73 ETH,0.13 ETH,0.01 ETH
CREX24,https://crex24.com/zh/,C,0.2,1.12 ETH,0.73 ETH,0.11 ETH,0.01 ETH
IDEX,https://idex.market,C,0.1875,1.11 ETH,0.72 ETH,0.11 ETH,0.01 ETH
BoxEx,https://ex.btcbox.com/,C,0.175,1.11 ETH,0.72 ETH,0.11 ETH,0.01 ETH
hellobts,https://www.hellobts.com/,C,0.1625,1.11 ETH,0.72 ETH,0.1 ETH,0.01 ETH
Kuna,https://kuna.io,C,0.075,1.1 ETH,0.71 ETH,0.08 ETH,0.01 ETH
OTCBTC,https://otcbtc.com,C,0.05,1.1 ETH,0.71 ETH,0.07 ETH,0.01 ETH
ACX,https://acx.io/,C,0.0125,1.1 ETH,0.71 ETH,0.06 ETH,0.01 ETH
Fisco,https://fcce.jp,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Bleutrade,https://bleutrade.com,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
COINNEST,http://www.coinnest.co.kr,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
KKEX,https://kkex.com,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
趣币网,https://www.qubi.com,A,0.9,无上限,无上限,3.29 ETH,0.58 ETH
火币合约,https://www.hbdm.com,A,0.825,无上限,无上限,3.14 ETH,0.57 ETH
GAEA,https://www.gmex.io,A,0.8,无上限,无上限,3.09 ETH,0.57 ETH
58COIN,http://www.58coin.com/,A,0.775,无上限,无上限,3.04 ETH,0.56 ETH
LBank,https://www.lbkex.com/,A,0.725,无上限,无上限,2.95 ETH,0.56 ETH
IOAEX,http://www.ioaex.com,A,0.65,无上限,无上限,2.81 ETH,0.54 ETH
IX交易所,https://ix.com/,A,0.625,无上限,无上限,2.77 ETH,0.54 ETH
Dcoin,https://www.dcoin.com/,A,0.6,无上限,无上限,2.72 ETH,0.54 ETH
BQEX,https://www.bqex.pro/,A,0.575,无上限,无上限,2.68 ETH,0.53 ETH
HEX,https://www.hex.com/,A,0.5,无上限,无上限,2.56 ETH,0.52 ETH
VVBTC,http://www.vvbtc.com,A,0.475,无上限,无上限,2.52 ETH,0.51 ETH
10086coin,https://www.10086coin.io/,A,0.4,无上限,无上限,2.4 ETH,0.5 ETH
COINBIG,https://www.coinbig.com/,A,0.375,无上限,无上限,2.37 ETH,0.5 ETH
BitMart,https://www.bitmart.com/,A,0.275,无上限,无上限,2.22 ETH,0.48 ETH
OEX全球站,https://www.oex.com/,A,0.2,无上限,无上限,2.12 ETH,0.46 ETH
XTRA,https://www.xtraex.com/,A,0.175,无上限,无上限,2.09 ETH,0.46 ETH
Exrates,https://lk.exrates.me,A,0.15,无上限,无上限,2.06 ETH,0.45 ETH
Bitget,https://www.bitget.com/,B,1.0,1.5 ETH,1.0 ETH,0.6 ETH,0.25 ETH
Coinsuper,https://www.coinsuper.com/,A,0.225,无上限,无上限,2.15 ETH,0.47 ETH
BitAsset,https://www.bitasset.com/,B,0.9167,1.47 ETH,1.0 ETH,0.59 ETH,0.24 ETH
Simex,https://simex.global/ru,B,0.85,1.46 ETH,1.0 ETH,0.58 ETH,0.22 ETH
Ethfinex,https://www.ethfinex.com/,B,0.8,1.44 ETH,1.0 ETH,0.57 ETH,0.21 ETH
币蛋,https://www.coinegg.com/,B,0.8333,1.45 ETH,1.0 ETH,0.57 ETH,0.22 ETH
6x交易站,https://www.6x.com,B,0.7333,1.42 ETH,1.0 ETH,0.56 ETH,0.2 ETH
币昇,https://www.bisheng.top,B,0.7167,1.42 ETH,1.0 ETH,0.55 ETH,0.2 ETH
紫牛币交所,http://www.purcow.io/,B,0.7,1.41 ETH,1.0 ETH,0.55 ETH,0.19 ETH
BKEX,https://www.bkex.com/,B,0.5333,1.36 ETH,1.0 ETH,0.52 ETH,0.15 ETH
热币网,https://www.hotcoin.top/,B,0.5167,1.36 ETH,1.0 ETH,0.52 ETH,0.15 ETH
币龙网,https://www.bitalong.com/,B,0.4833,1.35 ETH,1.0 ETH,0.52 ETH,0.14 ETH
币尔,https://www.coineal.com/,A,0.05,无上限,无上限,1.93 ETH,0.44 ETH
币管家,https://bgj.io/,B,0.45,1.34 ETH,1.0 ETH,0.51 ETH,0.13 ETH
TOK,https://www.tok.com,B,0.4,1.33 ETH,1.0 ETH,0.5 ETH,0.12 ETH
火币韩国站,https://event.huobi.co.kr,B,0.35,1.31 ETH,1.0 ETH,0.49 ETH,0.11 ETH
OCX,https://ocx.com,B,0.3333,1.31 ETH,1.0 ETH,0.49 ETH,0.1 ETH
COIN918,http://www.coin918.cc/,B,0.3167,1.31 ETH,1.0 ETH,0.49 ETH,0.1 ETH
UEX,http://www.uex.com/,B,0.3,1.3 ETH,1.0 ETH,0.48 ETH,0.09 ETH
怪兽市场,https://www.monster.one,B,0.2833,1.3 ETH,1.0 ETH,0.48 ETH,0.09 ETH
Korbit,https://www.korbit.co.kr,B,0.2667,1.29 ETH,1.0 ETH,0.48 ETH,0.08 ETH
T网,https://www.tokencan.com,B,0.2333,1.28 ETH,1.0 ETH,0.47 ETH,0.07 ETH
Biger,https://www.biger.in/,B,0.2167,1.28 ETH,1.0 ETH,0.47 ETH,0.07 ETH
天天国际,http://www.ttex.pro/,B,0.2,1.28 ETH,1.0 ETH,0.46 ETH,0.06 ETH
PK.TOP,http://www.pk.top/,B,0.1833,1.27 ETH,1.0 ETH,0.46 ETH,0.06 ETH
币扬,http://www.bityoung.com/,B,0.1667,1.27 ETH,1.0 ETH,0.46 ETH,0.05 ETH
TOKOK,https://www.tokok.com/,B,0.15,1.26 ETH,1.0 ETH,0.45 ETH,0.05 ETH
BYEX,https://www.byex.io,B,0.1,1.25 ETH,1.0 ETH,0.44 ETH,0.03 ETH
币系,https://bilaxy.com/,B,0.1,1.25 ETH,1.0 ETH,0.44 ETH,0.03 ETH
CoinX,https://coinx.im,B,0.05,1.24 ETH,1.0 ETH,0.44 ETH,0.02 ETH
B2BX,https://www.b2bx.exchange/,B,0.0333,1.23 ETH,1.0 ETH,0.43 ETH,0.01 ETH
Hotbit,https://www.hotbit.io/,C,1.0,1.2 ETH,0.8 ETH,0.3 ETH,0.1 ETH
GAEX,https://www.gaex.com/,C,0.9875,1.2 ETH,0.8 ETH,0.3 ETH,0.1 ETH
RightBTC,https://www.rightbtc.com,C,0.95,1.19 ETH,0.8 ETH,0.29 ETH,0.09 ETH
BITINFI,https://web.bitinfi.com/,C,0.9375,1.19 ETH,0.79 ETH,0.29 ETH,0.09 ETH
60交易所,https://www.60.com,C,0.9125,1.19 ETH,0.79 ETH,0.28 ETH,0.09 ETH
Dididu,http://www.dididu.com/,C,0.925,1.19 ETH,0.79 ETH,0.29 ETH,0.09 ETH
币诺,https://coinoah.com/,C,0.9,1.19 ETH,0.79 ETH,0.28 ETH,0.09 ETH
鲸交所,https://www.whaleex.com/,C,0.875,1.19 ETH,0.79 ETH,0.28 ETH,0.08 ETH
持币网,https://www.keepbtc.net/,C,0.85,1.18 ETH,0.79 ETH,0.27 ETH,0.08 ETH
55全球市场,https://www.55.com,C,0.8375,1.18 ETH,0.79 ETH,0.27 ETH,0.08 ETH
CoinMex,https://www.coinmex.com/,C,0.8125,1.18 ETH,0.78 ETH,0.26 ETH,0.08 ETH
比特兔交易所,https://bitrabbit.com/,C,0.8,1.18 ETH,0.78 ETH,0.26 ETH,0.07 ETH
HCoin,https://www.hcoin.com/,C,0.7875,1.18 ETH,0.78 ETH,0.26 ETH,0.07 ETH
7EBIT,http://www.7ebit.net/,C,0.775,1.18 ETH,0.78 ETH,0.26 ETH,0.07 ETH
Park.one,https://www.park.one,C,0.7625,1.17 ETH,0.78 ETH,0.25 ETH,0.07 ETH
BTCTurk,https://www.btcturk.com,C,0.725,1.17 ETH,0.78 ETH,0.25 ETH,0.06 ETH
Indodax,https://indodax.com/,C,0.7125,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
DeBi,https://www.debi.com/,C,0.7,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
PRDAE,https://www.prdae.pro/,C,0.6875,1.17 ETH,0.77 ETH,0.24 ETH,0.06 ETH
爱尚比特,https://www.asbtc.com,C,0.675,1.16 ETH,0.77 ETH,0.24 ETH,0.05 ETH
FCoinJP,https://www.fcoinjp.com/,C,0.6625,1.16 ETH,0.77 ETH,0.23 ETH,0.05 ETH
DBOSS,https://www.dboss.vip/,C,0.6125,1.16 ETH,0.76 ETH,0.22 ETH,0.04 ETH
Mercatox,https://mercatox.com/,C,0.625,1.16 ETH,0.77 ETH,0.22 ETH,0.05 ETH
ZT.COM,https://www.zt.com/,C,0.5875,1.16 ETH,0.76 ETH,0.22 ETH,0.04 ETH
币次元,https://www.coinx.pro/,C,0.5375,1.15 ETH,0.76 ETH,0.2 ETH,0.03 ETH
笔加索,https://www.bjs.bi/,C,0.5125,1.15 ETH,0.76 ETH,0.2 ETH,0.02 ETH
WinMax,https://www.winmax.me/,C,0.5,1.15 ETH,0.75 ETH,0.19 ETH,0.02 ETH
WanShare,https://www.wanshare.com/,C,0.4875,1.15 ETH,0.75 ETH,0.19 ETH,0.02 ETH
币族,https://www.bizu.com,C,0.475,1.14 ETH,0.75 ETH,0.19 ETH,0.02 ETH
以飞交易所,https://etherflyer.com/,C,0.425,1.14 ETH,0.75 ETH,0.18 ETH,0.01 ETH
Rootrex,https://www.rootrex.com,C,0.4125,1.14 ETH,0.75 ETH,0.17 ETH,0.01 ETH
Bithumb DEX,https://www.bithumb.io/,C,0.4,1.14 ETH,0.74 ETH,0.17 ETH,0.01 ETH
找币,https://www.zhaobi.com/,C,0.375,1.13 ETH,0.74 ETH,0.16 ETH,0.01 ETH
英国交易所,https://ukex.com,C,0.3875,1.13 ETH,0.74 ETH,0.17 ETH,0.01 ETH
炒币网,https://www.chaobi.com/,C,0.3125,1.13 ETH,0.74 ETH,0.15 ETH,0.01 ETH
CoinFit,https://www.coinfit.io/,C,0.3,1.13 ETH,0.74 ETH,0.14 ETH,0.01 ETH
AI交易所,https://www.aicexc.com/,C,0.2875,1.12 ETH,0.73 ETH,0.14 ETH,0.01 ETH
ZG.com,https://www.zg.com/,C,0.25,1.12 ETH,0.73 ETH,0.13 ETH,0.01 ETH
畅思,https://chaince.com/,C,0.2375,1.12 ETH,0.73 ETH,0.13 ETH,0.01 ETH
CBX,https://www.cbx.one,C,0.225,1.12 ETH,0.73 ETH,0.12 ETH,0.01 ETH
币团网,https://www.bituan.com/,C,0.2125,1.12 ETH,0.73 ETH,0.12 ETH,0.01 ETH
新比特交易所,http://www.xbtc.cx/,C,0.325,1.13 ETH,0.74 ETH,0.15 ETH,0.01 ETH
中比特交易所,https://zbt.one/,C,0.1375,1.11 ETH,0.72 ETH,0.1 ETH,0.01 ETH
金币,https://www.jbex.pro/,C,0.15,1.11 ETH,0.72 ETH,0.1 ETH,0.01 ETH
币和,https://www.bibr.com/,C,0.125,1.11 ETH,0.72 ETH,0.09 ETH,0.01 ETH
MAX,https://max.maicoin.com/,C,0.1125,1.11 ETH,0.72 ETH,0.09 ETH,0.01 ETH
Be.Top,https://www.be.top/,C,0.1,1.11 ETH,0.72 ETH,0.08 ETH,0.01 ETH
讯齐,https://www.xunq.net,C,0.0875,1.1 ETH,0.71 ETH,0.08 ETH,0.01 ETH
ExNow,http://www.exnow.com/,C,0.0625,1.1 ETH,0.71 ETH,0.07 ETH,0.01 ETH
CoinEx,https://www.coinex.com,C,0.55,1.15 ETH,0.76 ETH,0.21 ETH,0.03 ETH
币易,http://www.coinyee.pro,C,0.0375,1.1 ETH,0.71 ETH,0.06 ETH,0.01 ETH
DDEX,https://ddex.io/,C,0.025,1.1 ETH,0.71 ETH,0.06 ETH,0.01 ETH
Trade Satoshi,https://tradesatoshi.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
G网,https://www.gbcax.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
CoinFalcon,https://coinfalcon.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
ABEX,https://www.abexb.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Bisq,https://bisq.network/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Newdex,https://newdex.io/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
SouthXchange,https://www.southxchange.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
影力所,http://www.inex.exchange/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
龙阁,https://www.longex.io,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Coinrail,https://coinrail.co.kr,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
DEx.top,https://dex.top/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
比特兄弟,https://www.btb.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
新加坡币多网,https://www.coinba.pro/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
Ore.Bz,https://ore.bz/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
FreiExchange,https://freiexchange.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
信币,https://www.thinkbit.com/,D,1.0,500 BUX,200 BUX,100 BUX,50 BUX
